month,sales,profit,new_cases,hospitalized,rolling_profit,sales_pct_change
2023-04,28023.87,1138.85,15172,2135.0333333333333,1276.5066666666667,-0.08542283072476597
2023-05,32323.74,918.46,15552,2053.5806451612902,1275.51,0.15343598154002303
2023-06,24514.78,1134.04,14895,2551.2,1063.7833333333335,-0.2415859055913704
2023-07,36327.15,2050.43,15573,1999.225806451613,1367.6433333333334,0.4818468695211624
2023-08,33966.11,2158.57,15318,2461.3870967741937,1781.0133333333333,-0.0649938131672867
2023-09,29217.39,1224.42,15110,2589.0666666666666,1811.14,-0.13980759056600833
2023-10,36429.74,1842.16,15582,2220.8064516129034,1741.716666666667,0.24685127590109857
2023-11,31451.28,1942.05,14973,2495.5,1669.5433333333337,-0.13665922402959774
2023-12,29356.68,929.4100000000001,15359,2424.6129032258063,1571.206666666667,-0.06659824337832987
2024-01,31251.36,1103.3,15256,2644.4193548387098,1324.9200000000003,0.0645399956670849
2024-02,25047.649999999998,1303.47,14330,2418.9310344827586,1112.0600000000002,-0.19851008084128186
2024-03,26960.22,1302.29,15467,2367.548387096774,1236.3533333333335,0.07635726305661428
2024-04,31923.34,1415.54,14914,2439.266666666667,1340.4333333333334,0.18409048590849775
2024-05,32431.44,1869.81,15470,2805.7096774193546,1529.2133333333334,0.015916254376891592
2024-06,29230.18,1094.47,14931,2422.633333333333,1459.9399999999998,-0.0987085371479034
2024-07,29417.739999999998,1733.71,15467,2464.032258064516,1565.9966666666667,0.0064166556620588455
2024-08,31507.89,2094.03,15600,2637.032258064516,1640.736666666667,0.07105066534682813
2024-09,29159.54,1453.1100000000001,14870,2350.4666666666667,1760.2833333333335,-0.07453212512802343
2024-10,32265.38,1717.07,15528,2469.8709677419356,1754.736666666667,0.10651196829579623
2024-11,32176.81,2083.05,15064,3071.0,1751.076666666667,-0.002745047478132867
2024-12,29992.5,1538.15,15281,2413.1290322580644,1779.4233333333334,-0.06788460384979123
2025-01,34502.0,2130.74,15557,2808.2580645161293,1917.3133333333335,0.1503542552304742
2025-02,31610.23,1563.28,13758,2401.964285714286,1744.056666666667,-0.08381456147469712
2025-03,32482.17,2065.91,15265,2091.1935483870966,1919.9766666666667,0.02758410805615763
2025-04,28331.11,1483.5,15158,2287.3,1704.2300000000002,-0.12779503339832277
2025-05,34864.81,1067.44,15394,2401.1612903225805,1538.9500000000005,0.23061927330062248
2025-06,30700.809999999998,2128.09,15053,3072.9666666666667,1559.6766666666672,-0.11943274608408883
2025-07,25986.23,1118.0900000000001,15465,2109.7741935483873,1437.873333333334,-0.1535653293838175
2025-08,29723.98,1810.0,15611,2596.6129032258063,1685.393333333334,0.14383579303346417
2025-09,33529.19,2078.26,14952,3147.9666666666667,1668.783333333334,0.1280181859898979
2025-10,34807.75,1832.38,15508,2414.5806451612902,1906.8800000000003,0.03813274343937323
2025-11,27058.07,1066.42,15075,2472.766666666667,1659.0200000000004,-0.22264237131098674
2025-12,31830.41,1735.32,15712,2498.032258064516,1544.7066666666672,0.17637399858896075
2026-01,31140.03,2017.92,15590,2665.6129032258063,1606.553333333334,-0.021689321626708558
2026-02,29323.87,1504.34,14097,2555.535714285714,1752.5266666666673,-0.058322358713206124
2026-03,29904.61,2115.42,15459,2808.516129032258,1879.2266666666674,0.019804343696790516
2026-04,26718.18,1537.24,15137,2396.1,1719.0000000000007,-0.10655313679061529
2026-05,29484.64,1556.7,15262,2674.3870967741937,1736.4533333333338,0.10354223229276838
2026-06,35169.18,2321.88,15173,2322.0666666666666,1805.2733333333338,0.19279665615723984
2026-07,30750.91,1069.41,15532,2936.7741935483873,1649.3300000000006,-0.12562903087305421
2026-08,34616.21,2045.84,15569,2738.2903225806454,1812.376666666667,0.12569709319171363
2026-09,33342.87,1739.01,15065,2743.233333333333,1618.086666666667,-0.03678450067179495
2026-10,23887.95,1337.6399999999999,15444,2189.8709677419356,1707.4966666666671,-0.28356647163246596
2026-11,26877.85,1718.41,15131,2262.5333333333333,1598.3533333333337,0.12516352386872875
2026-12,25150.76,924.05,15669,2621.7096774193546,1326.7000000000005,-0.06425699972282006
2027-01,34803.0,1194.96,15544,2237.1935483870966,1279.1400000000006,0.383775281542188
2027-02,29464.26,1305.7,13938,2567.25,1141.5700000000004,-0.1533988449271615
2027-03,33581.8,1929.56,15482,2644.1612903225805,1476.7400000000005,0.13974693408217287
2027-04,31145.23,2162.52,14994,2445.9,1799.2600000000004,-0.07255626559624573
2027-05,31409.83,1590.39,15501,2383.0967741935483,1894.156666666667,0.008495682966541018
2027-06,27255.04,1308.4099999999999,14639,2282.4666666666667,1687.1066666666673,-0.13227674266304534
2027-07,32540.11,2357.54,15548,2344.6451612903224,1752.113333333334,0.19391165817404787
2027-08,33771.07,1837.17,15661,2532.0,1834.3733333333337,0.037829005495064294
2027-09,32937.1,2638.83,15101,2345.0666666666666,2277.846666666667,-0.02469480534670654
2027-10,31478.74,1303.67,15687,2428.0967741935483,1926.5566666666673,-0.044277122151008985
2027-11,27588.89,1444.58,15117,2707.1,1795.6933333333338,-0.1235707020039557
2027-12,28394.8,982.49,15503,2874.8709677419356,1243.5800000000006,0.029211396326564776
2028-01,31755.07,1665.12,15535,2182.7096774193546,1364.0633333333337,0.1183410342738811
2028-02,29096.46,1518.1699999999998,14493,2506.0,1388.5933333333335,-0.083722378820138
2028-03,28819.27,1563.18,15688,2255.2903225806454,1582.156666666667,-0.009526588457839824
2028-04,31730.54,1925.22,15071,2753.6,1668.8566666666673,0.10101817291000081
2028-05,29788.32,1079.71,15625,2361.032258064516,1522.7033333333338,-0.06120979977018992
2028-06,28679.29,772.41,14997,2401.9,1259.1133333333337,-0.03723036411586822
2028-07,30688.760000000002,1334.79,15341,2565.7096774193546,1062.3033333333337,0.07006693680352627
2028-08,31459.3,1526.6299999999999,15494,2065.8387096774195,1211.2766666666669,0.025108215516038923
2028-09,29727.02,1414.8600000000001,14947,2257.6666666666665,1425.4266666666672,-0.055064162266801886
2028-10,28576.43,1720.17,15372,2972.2258064516127,1553.8866666666672,-0.038705191438630604
2028-11,34927.34,1707.9,15067,3022.3,1614.3100000000004,0.22224294637223752
2028-12,35260.67,1486.85,15507,2414.1290322580644,1638.3066666666673,0.009543526647033618
2029-01,33898.22,2013.6,15423,2231.9032258064517,1736.116666666667,-0.038639367884955034
2029-02,28854.54,1090.5,14105,2323.214285714286,1530.3166666666668,-0.14878893346022304
2029-03,27416.62,880.9,15432,2835.064516129032,1328.3333333333337,-0.04983340576560924
2029-04,32341.489999999998,1445.47,14868,2666.4666666666667,1138.9566666666672,0.17963082247191653
2029-05,24635.82,1142.3700000000001,15401,2540.6129032258063,1156.2466666666671,-0.23825958544272385
2029-06,25972.239999999998,1287.7,14932,2462.2,1291.8466666666673,0.054247027296026706
2029-07,29003.32,1413.29,15513,2863.6774193548385,1281.1200000000006,0.11670460460861287
2029-08,37555.77,2178.31,15401,2534.6774193548385,1626.433333333334,0.29487831048307567
2029-09,29089.84,1924.12,15110,2263.8333333333335,1838.5733333333337,-0.22542288441962444
2029-10,30319.14,1419.52,15500,2430.1612903225805,1840.6500000000005,0.04225874050871359
2029-11,30695.71,2087.46,15051,2531.6,1810.3666666666675,0.01242020716946457
2029-12,31402.09,1473.76,15209,2852.5806451612902,1660.2466666666671,0.02301233625154797
2030-01,28073.36,995.89,15640,2556.7419354838707,1519.036666666667,-0.10600345391023336
2030-02,26765.4,1070.95,14010,2486.3928571428573,1180.2000000000005,-0.046590789274956745
2030-03,33535.08,2111.13,15543,2817.8064516129034,1392.6566666666674,0.2529265394875473
2030-04,31160.0,1144.91,14852,2658.4333333333334,1442.3300000000006,-0.07082374635754562
2030-05,32996.909999999996,1563.16,15479,2171.2258064516127,1606.4000000000008,0.05895089858793323
2030-06,25539.9,1395.16,15024,1949.5666666666666,1367.743333333334,-0.22599116099052896
2030-07,29562.48,1504.53,15593,2600.1290322580644,1487.6166666666675,0.15750179131476627
2030-08,27638.66,1663.81,15394,2585.0967741935483,1521.1666666666672,-0.06507640766268596
2030-09,30139.48,1417.94,14841,2679.3,1528.760000000001,0.09048267897213536
2030-10,27840.04,1252.71,15369,2740.1612903225805,1444.8200000000006,-0.076293287077282
2030-11,30834.93,1335.39,14959,2582.866666666667,1335.3466666666673,0.10757491727741764
2030-12,31074.33,1157.55,15410,2337.6451612903224,1248.5500000000006,0.00776392227905176
2031-01,30072.47,1849.73,15464,1895.6774193548388,1447.5566666666673,-0.03224075949505589
2031-02,34527.89,2075.13,13883,2742.25,1694.1366666666672,0.14815610423753012
2031-03,32757.940000000002,1868.55,15522,2603.935483870968,1931.1366666666672,-0.051261458490513
2031-04,34569.77,1552.04,14928,2733.1,1831.9066666666674,0.05530964401302385
2031-05,33957.54,1992.56,15500,2827.548387096774,1804.383333333334,-0.017709981871444236
2031-06,22177.22,751.29,14881,2798.733333333333,1431.9633333333338,-0.34691323340854485
2031-07,27036.04,1450.9,15482,2498.6451612903224,1398.2500000000007,0.2190905803342349
2031-08,32536.24,1671.43,15656,2896.6774193548385,1291.2066666666674,0.20343955697653948
2031-09,30763.09,1776.09,15050,2128.0333333333333,1632.8066666666673,-0.05449769241928393
2031-10,29336.83,1336.08,15381,2932.8387096774195,1594.533333333334,-0.04636270283641852
2031-11,30815.61,1428.42,15133,2163.866666666667,1513.5300000000007,0.05040694580839156
2031-12,30562.18,1088.29,15517,2834.8709677419356,1284.263333333334,-0.00822407864066299
2032-01,33802.340000000004,1477.75,15364,2496.483870967742,1331.4866666666674,0.10601861516423261
2032-02,29470.66,1024.17,14492,2172.2413793103447,1196.7366666666674,-0.12814734127873995
2032-03,30949.46,1275.72,15492,2841.2903225806454,1259.2133333333338,0.05017872012367541
2032-04,23364.97,1143.6100000000001,15174,2140.866666666667,1147.8333333333342,-0.2450604954012121
2032-05,31871.62,1469.4,15509,2709.6451612903224,1296.243333333334,0.3640770777792566
2032-06,33664.45,1209.95,14987,2540.6666666666665,1274.3200000000006,0.056251611935634216
2032-07,29895.65,1358.22,15429,2986.2903225806454,1345.8566666666673,-0.11195192554757305
2032-08,33336.28,1799.6,15566,2845.2903225806454,1455.923333333334,0.11508798102733997
2032-09,31113.55,1772.04,15082,2307.0333333333333,1643.2866666666675,-0.06667600584108369
2032-10,37989.340000000004,1568.98,15378,2292.8064516129034,1713.5400000000006,0.22099021166019317
2032-11,27378.3,1176.04,14809,2657.8,1505.6866666666672,-0.2793162502954777
2032-12,29244.8,1269.46,15741,2300.8387096774195,1338.1600000000005,0.06817443011436075
2033-01,35747.61,1482.03,15353,2678.6129032258063,1309.1766666666672,0.22235782087755784
2033-02,27359.03,1229.8,13852,2234.9285714285716,1327.0966666666673,-0.23466128225075755
2033-03,26559.93,1047.16,15442,2359.935483870968,1252.9966666666671,-0.029207906859270882
2033-04,30121.79,1471.8,15162,2464.8,1249.5866666666673,0.13410652814220514
2033-05,31811.05,1743.9,15449,2234.516129032258,1420.953333333334,0.05608099651448328
2033-06,31933.63,2337.5299999999997,14788,2366.766666666667,1851.076666666667,0.003853377992867335
2033-07,36613.9,1531.8899999999999,15520,2432.2903225806454,1871.1066666666673,0.14656241711324403
2033-08,34712.94,1545.16,15522,2571.1612903225805,1804.8600000000006,-0.051919079912273736
2033-09,27660.66,1554.95,15130,2595.9333333333334,1544.0000000000007,-0.20315997434962296
2033-10,32326.98,1157.77,15411,3161.0967741935483,1419.293333333334,0.16869879460576853
2033-11,35350.27,939.04,14874,2847.2,1217.253333333334,0.09352219106146009
2033-12,35279.31,1189.42,15419,2775.7419354838707,1095.4100000000005,-0.0020073396893431905
2034-01,31705.56,1508.92,15168,2491.451612903226,1212.4600000000007,-0.10129874989051646
2034-02,30338.85,1282.44,14039,2449.035714285714,1326.9266666666674,-0.04310631952250654
2034-03,28973.66,1285.4,15606,2695.935483870968,1358.9200000000008,-0.04499808001951289
2034-04,20948.44,1561.79,15005,2387.4333333333334,1376.543333333334,-0.276983301384775
2034-05,28540.34,1162.24,15447,2755.0,1336.4766666666674,0.3624088476277949
2034-06,30544.1,1616.97,14941,2550.6,1447.0000000000007,0.0702079933175288
2034-07,31217.11,1183.3200000000002,15484,2720.6774193548385,1320.843333333334,0.022034042581055013
2034-08,33753.29,1272.41,15714,2272.516129032258,1357.5666666666673,0.08124326691356121
2034-09,34870.76,1823.19,15160,2709.133333333333,1426.3066666666673,0.03310699490331159
2034-10,26490.25,1768.12,15654,2787.0,1621.2400000000007,-0.2403305806928212
2034-11,39065.76,2399.43,14789,2160.3333333333335,1996.9133333333339,0.47472220911467433
2034-12,35237.07,1363.55,15213,3155.7419354838707,1843.7000000000005,-0.09800628478749684
2035-01,31411.0,1809.6,15399,2579.3870967741937,1857.5266666666669,-0.10858082127713797
2035-02,32320.38,1174.35,13738,2085.3214285714284,1449.1666666666672,0.028951004425201488
2035-03,28374.11,1462.6100000000001,15580,2513.967741935484,1482.1866666666672,-0.12209850255473487
2035-04,31983.92,1403.5,15043,2575.2,1346.8200000000006,0.1272219639664467
2035-05,26922.93,1708.26,15564,2315.4193548387098,1524.7900000000006,-0.158235450814034
2035-06,29349.64,1215.41,15032,2610.133333333333,1442.3900000000006,0.09013543473908658
2035-07,28734.91,1321.69,15415,2693.2580645161293,1415.1200000000008,-0.02094506099563742
2035-08,22066.64,1224.67,15330,2550.9032258064517,1253.923333333334,-0.23206162817283926
2035-09,35393.83,1938.45,14978,2827.7,1494.9366666666674,0.6039519383104996
2035-10,27418.88,1411.56,15519,2473.8387096774195,1524.893333333334,-0.2253203453822319
2035-11,28988.18,1155.71,14963,2598.4333333333334,1501.906666666667,0.05723428528079921
2035-12,29840.37,1190.67,15546,2263.8709677419356,1252.6466666666672,0.029397844224783976
2036-01,33076.51,1853.08,15569,2589.2258064516127,1399.8200000000006,0.1084483872016333
2036-02,27237.48,1412.53,14412,2490.2413793103447,1485.4266666666672,-0.17653101853853392
2036-03,36170.38,1410.97,15400,2553.032258064516,1558.8600000000006,0.32796352672861073
2036-04,36563.4,1474.72,15059,2723.9666666666667,1432.7400000000007,0.01086579682049238
2036-05,24572.86,1370.6200000000001,15554,2542.3548387096776,1418.7700000000007,-0.3279383208344957
2036-06,32570.34,1772.04,14943,2294.6,1539.1266666666672,0.3254598772792423
2036-07,28731.3,1881.09,15773,2824.548387096774,1674.583333333334,-0.1178692024707142
2036-08,30322.79,1134.26,15588,1928.258064516129,1595.796666666667,0.055392202928513656
2036-09,27913.629999999997,1131.26,14878,2823.3,1382.2033333333338,-0.07945047273024686
2036-10,27350.21,1721.04,15806,2471.8387096774195,1328.8533333333337,-0.020184404536421785
2036-11,32033.55,1892.55,14769,2574.5,1581.6166666666675,0.17123597954092484
2036-12,25350.54,1272.6599999999999,15376,2758.8709677419356,1628.7500000000007,-0.20862533187860843
2037-01,30042.56,1081.54,15519,2308.516129032258,1415.583333333334,0.1850856036991717
2037-02,24094.2,1251.21,14014,2533.8928571428573,1201.803333333334,-0.19799777382486716
2037-03,28820.0,1641.75,15835,2858.483870967742,1324.833333333334,0.19613848976102122
2037-04,28136.82,874.97,14912,2205.0,1255.9766666666674,-0.02370506592643995
2037-05,27365.59,1081.8600000000001,15392,2677.3870967741937,1199.5266666666673,-0.027409991605305772
2037-06,30655.96,1306.24,14978,1836.8,1087.6900000000007,0.12023749533629635
2037-07,30836.97,1016.4100000000001,15439,2518.7096774193546,1134.8366666666673,0.005904561462110491
2037-08,28121.09,716.68,15431,2782.1290322580644,1013.1100000000006,-0.08807220683484795
2037-09,26955.86,972.99,15210,2480.733333333333,902.0266666666672,-0.04143616054711963
2037-10,29917.16,1072.45,15530,2323.4193548387098,920.7066666666673,0.10985737424070319
2037-11,30920.18,1195.49,15051,2471.266666666667,1080.3100000000006,0.03352657805754289
2037-12,33935.1,2347.57,15583,2384.7096774193546,1538.503333333334,0.09750654750392784
2038-01,36495.94,1873.6,15648,2442.967741935484,1805.553333333334,0.07546286882902975
2038-02,31800.63,2055.77,13912,2375.75,2092.313333333334,-0.12865294057366383
2038-03,27095.81,1863.2,15556,2472.967741935484,1930.8566666666673,-0.14794738343234082
2038-04,31611.93,2027.07,15064,2758.133333333333,1982.013333333334,0.1666722640880638
2038-05,27879.170000000002,1684.8899999999999,15465,2766.3548387096776,1858.3866666666672,-0.1180807372406556
2038-06,30181.89,1690.88,15031,2793.5666666666666,1800.9466666666674,0.08259643310758524
2038-07,38937.44,1935.29,15516,2351.8064516129034,1770.3533333333337,0.29009283381524487
2038-08,24557.47,1008.69,15579,2237.1935483870966,1544.953333333334,-0.36930958994736174
2038-09,28645.75,1488.17,15105,2799.0333333333333,1477.383333333334,0.1664780614615431
2038-10,30594.58,1478.04,15335,2557.967741935484,1324.9666666666674,0.06803208154787366
2038-11,32049.5,1345.91,15185,2331.0,1437.373333333334,0.04755482833887559
2038-12,29510.58,1389.05,15494,2008.3870967741937,1404.333333333334,-0.07921870856019586
2039-01,33758.46,1460.12,15681,2525.9032258064517,1398.3600000000006,0.14394430743143638
2039-02,27287.15,1288.78,13968,3100.1785714285716,1379.3166666666673,-0.1916944671054307
2039-03,27206.63,1264.2,15604,2973.2258064516127,1337.7000000000005,-0.002950839497712354
2039-04,27522.98,1253.23,14818,2777.5,1268.7366666666674,0.011627680458770495
2039-05,33030.32,1291.92,15394,2654.7741935483873,1269.783333333334,0.20009969850648446
2039-06,34892.83,2381.64,15151,2424.733333333333,1642.263333333334,0.0563878884612683
2039-07,28815.07,1055.5,15539,2277.7741935483873,1576.3533333333337,-0.17418363600774145
2039-08,32416.14,2232.4,15460,2248.483870967742,1889.8466666666673,0.12497175956886442
2039-09,27205.09,1842.3,15041,2556.233333333333,1710.0666666666673,-0.16075479683885863
2039-10,34273.05,1498.71,15250,2302.1935483870966,1857.803333333334,0.2598028530690397
2039-11,34303.770000000004,1437.35,14840,2507.9,1592.786666666667,0.0008963310822935888
2039-12,31550.56,1236.24,15633,2288.3870967741937,1390.766666666667,-0.08025969157325863
2040-01,24034.13,1118.75,15756,2265.5806451612902,1264.113333333334,-0.2382344402127886
2040-02,34646.49,2077.49,14357,2226.137931034483,1477.4933333333338,0.44155374045159923
2040-03,34278.42,1907.8300000000002,15521,1746.225806451613,1701.3566666666673,-0.010623586978074862
2040-04,27600.19,1655.68,14909,2175.733333333333,1880.333333333334,-0.19482315695997654
2040-05,33730.98,2222.41,15437,2789.6129032258063,1928.6400000000006,0.22212854331799914
2040-06,32448.48,1570.7,15064,2780.8,1816.263333333334,-0.03802142718652124
2040-07,29852.1,1733.53,15735,2411.3225806451615,1842.2133333333338,-0.08001545835120782
2040-08,29392.13,1491.29,15398,2507.9032258064517,1598.5066666666673,-0.015408296233765717
2040-09,26793.26,1735.76,15100,2384.0666666666666,1653.5266666666673,-0.08842060782937478
2040-10,34082.61,1861.53,15672,2499.8387096774195,1696.1933333333338,0.27205909247325644
2040-11,30164.850000000002,1237.48,14988,1849.7333333333333,1611.5900000000008,-0.11494894317072546
2040-12,27972.77,1288.86,15459,2792.4193548387098,1462.623333333334,-0.07267001161948428
2041-01,32186.41,1404.1499999999999,15553,2727.6774193548385,1310.1633333333339,0.1506336340662724
2041-02,29020.04,1350.92,13998,2181.1428571428573,1347.9766666666671,-0.09837599160639532
2041-03,26856.28,1307.67,15450,2164.8709677419356,1354.2466666666671,-0.07456088964729213
2041-04,31920.11,1259.68,15009,2307.5333333333333,1306.0900000000008,0.18855291946613617
2041-05,25899.75,1534.71,15416,2319.4193548387098,1367.3533333333341,-0.18860711946168107
2041-06,30110.47,1625.26,14953,2128.0,1473.2166666666672,0.162577631058215
2041-07,31521.02,1518.3899999999999,15312,2729.2580645161293,1559.4533333333338,0.046845831366963075
2041-08,32454.91,1829.98,15468,3044.0,1657.876666666667,0.029627531088778136
2041-09,32074.27,1585.84,14902,2585.5,1644.7366666666674,-0.011728271623615671
2041-10,30699.35,1326.27,15619,2561.7096774193546,1580.6966666666674,-0.042866758931692006
2041-11,29676.81,1574.6599999999999,14998,2435.0333333333333,1495.5900000000004,-0.03330819707909116
2041-12,33409.27,1439.1499999999999,15623,2791.4193548387098,1446.6933333333338,0.12577025630450156
2042-01,21883.39,921.31,15578,2455.548387096774,1311.7066666666672,-0.3449904771939045
2042-02,27777.23,1465.52,13988,2294.25,1275.3266666666673,0.2693293863519317
2042-03,33898.18,1346.3,15444,2558.6129032258063,1244.3766666666672,0.2203585454705168
2042-04,22827.55,1048.58,15015,2579.266666666667,1286.8000000000004,-0.32658479009787544
2042-05,29940.99,1090.32,15256,2455.0,1161.7333333333338,0.3116164459173236
2042-06,31666.78,1434.38,15006,2613.9333333333334,1191.093333333334,0.057639710644170394
2042-07,31959.41,1336.05,15503,2150.6774193548385,1286.9166666666672,0.009240914295675084
2042-08,34519.36,2375.27,15362,2988.483870967742,1715.2333333333338,0.08010003939371857
2042-09,31839.9,1146.2,14787,2656.6666666666665,1619.1733333333339,-0.0776219489584975
2042-10,34063.9,2020.24,15498,2625.8709677419356,1847.236666666667,0.06984946560761807
2042-11,32918.159999999996,1548.67,15169,2640.4666666666667,1571.703333333334,-0.033635021239494134
2042-12,35221.26,1412.32,15542,2485.8387096774195,1660.4100000000008,0.06996442085462884
2043-01,29613.43,1478.25,15435,2767.548387096774,1479.7466666666671,-0.15921718870931933
2043-02,33555.58,1342.05,14031,2327.5,1410.873333333334,0.13312034438428788
2043-03,30186.18,1756.07,15387,2505.2903225806454,1525.4566666666672,-0.1004125096332712
2043-04,32762.010000000002,1602.32,14928,2278.3333333333335,1566.8133333333342,0.08533143312601998
2043-05,37283.61,2146.65,15432,2600.0,1835.013333333334,0.13801351016009078
2043-06,32126.87,1803.79,15193,1947.8,1850.9200000000008,-0.13831117748522748
2043-07,26213.92,1498.29,15572,2522.6774193548385,1816.2433333333338,-0.18404998681788798
2043-08,32678.16,1198.16,15458,2745.2903225806454,1500.0800000000006,0.2465957018255951
2043-09,26250.8,1236.8899999999999,14774,1894.9333333333334,1311.113333333334,-0.19668671675516614
2043-10,31423.22,1941.43,15395,2956.8387096774195,1458.826666666667,0.19703856644368933
2043-11,33564.46,1572.7800000000002,15071,2755.766666666667,1583.7000000000007,0.06814196635481662
2043-12,36141.98,2419.86,15802,2378.2580645161293,1978.0233333333338,0.0767931317828443
2044-01,37538.06,1292.36,15308,2918.9032258064517,1761.6666666666672,0.03862765681348934
2044-02,28783.32,890.1,14233,2525.9655172413795,1534.1066666666673,-0.2332230275086139
2044-03,37200.86,1691.26,15401,2214.451612903226,1291.2400000000005,0.29244506888017097
2044-04,33412.78,1699.25,14988,2754.1,1426.8700000000006,-0.10182775344440964
2044-05,32082.06,1194.3,15445,2249.3548387096776,1528.2700000000004,-0.03982667709780496
2044-06,27926.29,1595.0,15093,2076.4666666666667,1496.183333333334,-0.12953563455713257
2044-07,32538.28,2262.99,15435,2544.2580645161293,1684.0966666666673,0.16514868247805192
2044-08,30418.190000000002,1394.83,15576,2641.6129032258063,1750.9400000000005,-0.06515679378258454
2044-09,26076.420000000002,1424.52,14862,2415.0666666666666,1694.113333333334,-0.14273597475720945
2044-10,31409.18,1815.8899999999999,15563,2227.3870967741937,1545.0800000000006,0.2045050662629302
2044-11,26398.47,1591.07,14948,2794.366666666667,1610.4933333333338,-0.15953011189722233
2044-12,25720.76,1257.81,15417,2314.8064516129034,1554.9233333333339,-0.025672321161037126
2045-01,27868.75,1072.48,15418,2453.967741935484,1307.1200000000006,0.08351191799931268
2045-02,27475.6,1213.0,13626,2505.4285714285716,1181.0966666666673,-0.014107198923525521
2045-03,32529.33,1351.3,15501,2285.451612903226,1212.2600000000004,0.1839352006871553
2045-04,30323.99,878.79,15063,2195.5333333333333,1147.6966666666674,-0.06779543261419774
2045-05,34181.27,1334.42,15273,2839.967741935484,1188.1700000000008,0.12720225801419915
2045-06,25679.86,1136.86,15016,2569.4,1116.6900000000005,-0.24871545147386265
2045-07,26997.48,1382.79,15660,2415.032258064516,1284.6900000000005,0.051309469755676185
2045-08,35047.81,1565.38,15466,2407.7096774193546,1361.6766666666672,0.29818820126915546
2045-09,27482.46,1429.6299999999999,14784,2267.4333333333334,1459.2666666666673,-0.21585799512152115
2045-10,31764.32,1870.82,15483,2264.2903225806454,1621.9433333333338,0.15580337422486923
2045-11,33149.36,1807.99,15191,2561.1,1702.8133333333342,0.04360364081459944
